acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour
1 IPC 1860,"A/14, RAJPUR KHURD COLONY MEHRAULI, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167032170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167032170030,6,2017-01-14,MEHRAULI,20:20,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"STREET OF A—BLOCK, DURGA VIHAR, NEW DELHI",2017-01-03,2017-01-03,Tuesday,SOUTH DELHI,8167057170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170002,7,2017-01-03,NEB SARAI,23:25,356/379/34,20:40,20:40,Snatching-Theft,Snatching,20.0
1 IPC 1860,"SHOP NO 5 DDA MARKET, IGNOU ROAD, NEW DELHI",2017-01-04,2017-01-05,INTERVENING DAY,SOUTH DELHI,8167057170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170003,,2017-01-05,NEB SARAI,11:30,457/380,21:00,07:00,Theft-house-trespass,Theft,21.0
1 IPC 1860,"E-521, J J CAMP TIGRI, NEAR PRAVEEN DEVI MANDIR KRISHNA PARK, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167057170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170004,6,2017-01-06,NEB SARAI,00:45,394/397/34,18:40,18:40,Robbery,Robbery,18.0
1 IPC 1860,"H.NO .542 GALI NO -7, L-IST SANGAM VIHAR, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH DELHI,8167057170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170007,2,2017-01-07,NEB SARAI,19:45,363,05:00,05:30,Kidnapping,Kidnapping,5.0
1 IPC 1860,"BANDH ROAD, DURGA VIHAR, NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH DELHI,8167057170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170008,1,2017-01-08,NEB SARAI,04:05,392/34,00:20,00:20,Robbery,Robbery,0.0
1 IPC 1860,"CAMBRIGE SCHOOL, DEVLI ROAD, NEW DELHI",2017-01-09,2017-01-09,Monday,SOUTH DELHI,8167057170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170009,7,2017-01-09,NEB SARAI,21:40,379/356/34,20:00,20:00,Snatching-Theft,Snatching,20.0
1 IPC 1860,"B-51, NEB VALLEY,NEB SARAI, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167057170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170012,5,2017-01-13,NEB SARAI,21:00,188,15:30,15:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0
1 IPC 1860,"GALI NO. 6, M-2, SANGAM VIHAR, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167057170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170013,3,2017-01-14,NEB SARAI,17:30,323/341/34,08:30,08:30,Causing hurt-wrong restraint,Causing hurt-wrong restraint,8.0
1 IPC 1860,"OPP SHOP NO .189/1, DEVLI RAOD, KHANPUR, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167057170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170015,4,2017-01-16,NEB SARAI,19:50,323/451/506/34,10:30,10:30,Causing hurt-Criminal intimidation-house-trespass,house-trespass,10.0
1 IPC 1860,"SHOP NO 189/1, DEVLI ROAD, KHANPUR, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167057170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170016,4,2017-01-16,NEB SARAI,20:35,323/341/506/34,10:30,10:30,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,10.0
1 IPC 1860,"NEAR SULABH SOCHALYA, J J CAMP, TIGRI, NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH DELHI,8167057170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170017,3,2017-01-17,NEB SARAI,13:30,394/34,09:00,09:00,Robbery,Robbery,9.0
1 IPC 1860,"(3-1, INDIRA ENCLAVE, NEB SARAI, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167057170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170018,6,2017-01-17,NEB SARAI,15:00,363,18:00,18:00,Kidnapping,Kidnapping,18.0
1 IPC 1860,"B-131, SHIV PARK, KHANPUR, NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH DELHI,8167057170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170020,7,2017-01-17,NEB SARAI,21:30,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"A—6, RAJU PARK, KHANPUR, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167057170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170021,6,2017-01-18,NEB SARAI,18:35,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"437/8, L-IST SANGAM VIHAR, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167057170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170022,5,2017-01-18,NEB SARAI,19:20,363/365,14:00,15:00,Kidnapping,Kidnapping,14.0
1 IPC 1860,"TOP FLOOR, A-58, DEOLI EXTENSION, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167057170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170023,1,2017-01-18,NEB SARAI,22:05,188,00:00,00:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,0.0
1 IPC 1860,"8-776, J J COLONY, TIGRI, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH DELHI,8167057170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170024,2,2017-01-18,NEB SARAI,22:00,363,06:30,06:30,Kidnapping,Kidnapping,6.0
1 IPC 1860,"FLAT NO .C-5, D-23, KHANPUR EXT, NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH DELHI,8167057170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170027,5,2017-01-20,NEB SARAI,23:55,454/380/411,13:40,13:40,Theft-house-trespass,Theft,13.0
1 IPC 1860,"959, 23, L 2ND SANGAM VIHAR, NEW DELHI",2017-01-20,2017-01-21,INTERVENING DAY,SOUTH DELHI,8167057170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170028,,2017-01-21,NEB SARAI,16:55,380,23:00,06:00,Theft,Theft,23.0
1 IPC 1860,"188/4, L 1ST, SANGAM VIHAR, NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167057170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170029,6,2017-01-21,NEB SARAI,19:00,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"B-18, DDA MARKET, TIGRI, NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167057170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167057170030,6,2017-01-21,NEB SARAI,19:20,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,R K PURAM NEW DELHI,2016-12-31,2016-12-31,Saturday,SOUTH DELHI,8167041170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170002,8,2017-01-01,R. K. PURAM,01:20,188,23:50,23:50,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,23.0
1 IPC 1860,R K PURAM NEW DELHI,2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167041170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170003,1,2017-01-01,R. K. PURAM,01:50,188,00:30,00:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,0.0
1 IPC 1860,R K PURAM NEW DELHI,2016-12-01,2016-12-01,Thursday,SOUTH DELHI,8167041170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170004,1,2017-01-01,R. K. PURAM,02:40,188,00:25,00:25,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,0.0
1 IPC 1860,R K PURAM NEW DELHI,2016-12-31,2016-12-31,Saturday,SOUTH DELHI,8167041170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170005,8,2017-01-01,R. K. PURAM,04:20,279/337,23:00,23:00,Rash driving-endangering safety of others,Rash driving,23.0
1 IPC 1860,"SEC-1 R.K.PURAM, REDLIGHT",2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167041170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170006,4,2017-01-02,R. K. PURAM,13:00,356/379/411,12:50,12:50,Snatching-Theft,Snatching,12.0
1 IPC 1860,"1071, SEC-1, R K PURAM NEW DELHI",2017-01-02,2017-01-03,INTERVENING DAY,SOUTH DELHI,8167041170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170007,,2017-01-03,R. K. PURAM,04:35,363,15:30,04:20,Kidnapping,Kidnapping,15.0
1 IPC 1860,"NEAR DISPENSARY, NEAR GATE OF SEC-2, OPP SEC-3, R K PURAM NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167041170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170008,8,2017-01-05,R. K. PURAM,23:25,379/34,22:30,23:00,Theft,Theft,22.0
1 IPC 1860,"A—116, MOHAMMADPUR, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH DELHI,8167041170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170009,5,2017-01-07,R. K. PURAM,23:20,363,15:30,15:30,Kidnapping,Kidnapping,15.0
1 IPC 1860,"BUS STOP OPPOSITE HYATT HOTEL, R K PURAM NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167041170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170011,3,2017-01-12,R. K. PURAM,11:00,279/337,08:30,08:30,Rash driving-endangering safety of others,Rash driving,8.0
1 IPC 1860,"8-146/184, ADARSH BASTI, MOHAMMADPUR, R K PURAM NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167041170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170012,5,2017-01-13,R. K. PURAM,14:35,188,13:20,13:20,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,13.0
1 IPC 1860,"RING ROAD, BUS STOP ARADHANA ENCLAVE, SEC-13, R K PURAM NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167041170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170013,8,2017-01-13,R. K. PURAM,23:12,279/337,23:00,23:00,Rash driving-endangering safety of others,Rash driving,23.0
1 IPC 1860,"85A/3, MOHD PUR, R K PURAM NEW DELHI",2017-01-16,2017-01-16,Monday,SOUTH DELHI,8167041170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170014,7,2017-01-16,R. K. PURAM,20:45,188,19:30,19:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0
1 IPC 1860,"TOWARDS AIIMS, HYATT HOTEL FLYOVER, R K PURAM NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH DELHI,8167041170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170015,6,2017-01-17,R. K. PURAM,17:30,279/337,17:00,17:00,Rash driving-endangering safety of others,Rash driving,17.0
1 IPC 1860,"1219, SEC-4, R K PURAM NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH DELHI,8167041170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170017,3,2017-01-19,R. K. PURAM,12:00,289/337,07:00,08:00,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others,7.0
1 IPC 1860,"85A/6, MOHD PUR VILLAGE, R K PURAM NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167041170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170018,6,2017-01-21,R. K. PURAM,20:20,188,17:45,17:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0
1 IPC 1860,"SHOP NO 35, ANUJ COMMUNICATION, MARKET, SEC-8, R K PURAM NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167041170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170019,7,2017-01-21,R. K. PURAM,21:30,188,20:10,20:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"JHUGGI NO 116, EKTA VIHAR, SEC-6, R K PURAM NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167041170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170020,7,2017-01-21,R. K. PURAM,22:30,188,21:15,21:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0
1 IPC 1860,"146/184, ROOM NO -2, 4TH FLOOR, MOHAMMADPUR, R K PURAM NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH DELHI,8167041170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170021,7,2017-01-21,R. K. PURAM,22:40,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"VENKTESHWAR MARG, SEC-5 R.K.PURAM, NEW DELHI",2017-01-26,2017-01-26,Thursday,SOUTH DELHI,8167041170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170022,6,2017-01-26,R. K. PURAM,19:05,279,18:45,18:45,Rash driving,Rash driving,18.0
1 IPC 1860,"T-POINT RED LIGHT, AFRICA AVENUE ROAD, NEAR SEC-3 R K PURAM, NEW DELHI",2017-01-27,2017-01-27,Friday,SOUTH DELHI,8167041170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170023,,2017-01-27,R. K. PURAM,23:50,279,04:20,23:50,Rash driving,Rash driving,4.0
1 IPC 1860,"KAIFI AZAMI MARG, NEAR DPS SCHOOL, SEC-12, R K PURAM NEW DELHI",2017-01-27,2017-01-27,Friday,SOUTH DELHI,8167041170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170024,8,2017-01-27,R. K. PURAM,23:00,279/337,23:00,23:00,Rash driving-endangering safety of others,Rash driving,23.0
1 IPC 1860,"CHURCH ROAD, R K PURAM NEW DELHI",2017-01-28,2017-01-28,Saturday,SOUTH DELHI,8167041170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170025,2,2017-01-28,R. K. PURAM,07:10,279/337,06:10,06:10,Rash driving-endangering safety of others,Rash driving,6.0
1 IPC 1860,"CPWD OFFICE, SEC-3, R K PURAM NEW DELHI",2017-01-28,2017-01-28,Saturday,SOUTH DELHI,8167041170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170026,5,2017-01-28,R. K. PURAM,16:15,420,15:20,15:20,cheating,cheating,15.0
1 IPC 1860,"AFRICA AVENUE ROAD, BCP NEAR RED LIGHT, NEAR UNDERPASS, R K PURAM NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH DELHI,8167041170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170027,3,2017-01-28,R. K. PURAM,17:00,279/427,09:35,09:35,Rash driving-mischief,Rash driving,9.0
1 IPC 1860,R K PURAM NEW DELHI,2017-02-01,2017-02-01,Wednesday,SOUTH DELHI,8167041170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170028,5,2017-02-02,R. K. PURAM,00:30,363,14:00,14:00,Kidnapping,Kidnapping,14.0
1 IPC 1860,R K PURAM NEW DELHI,2017-02-04,2017-02-04,Saturday,SOUTH DELHI,8167041170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170030,5,2017-02-04,R. K. PURAM,16:20,379/34,15:15,15:15,Theft,Theft,15.0
1 IPC 1860,"87-C/1, 04, KRISHNA NAGAR, S.J.ENCLAVE NEW DELHI",2015-11-04,2015-11-04,Wednesday,SOUTH DELHI,8167047170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170003,1,2017-01-03,SAFDARJUNG ENCLAVE,21:30,420,00:00,00:00,cheating,cheating,0.0
1 IPC 1860,"NEAR NCC GATE, CHAUDHARY HARSUKH MARG, S J ENCLAVE, NEW DELHI",2016-10-10,2016-10-10,Monday,SOUTH DELHI,8167047170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170005,3,2017-01-05,SAFDARJUNG ENCLAVE,13:05,279,08:30,08:30,Rash driving,Rash driving,8.0
1 IPC 1860,"RING ROAD NEAR S J HOSPITAL BUS STOP, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167047170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170006,4,2017-01-05,SAFDARJUNG ENCLAVE,15:15,356/379,12:00,12:00,Snatching-Theft,Snatching,12.0
1 IPC 1860,"62-D, 03, KRISHNA NAGAR, SJ ENCLAVE, NEW DELHI",2016-12-18,2017-01-07,INTERVENING DAY,SOUTH DELHI,8167047170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170007,,2017-01-07,SAFDARJUNG ENCLAVE,19:40,457/380,00:00,00:00,Theft-house-trespass,Theft,0.0
1 IPC 1860,"OPPOSITE HDFC BANK NEAR KUREDAAN, CH. HUKAM SINGH MARG, GREEN PARK, NEW DELHI",2017-01-07,2017-01-07,Saturday,SOUTH DELHI,8167047170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170008,7,2017-01-07,SAFDARJUNG ENCLAVE,23:30,392,21:45,21:45,Robbery,Robbery,21.0
1 IPC 1860,SPORTS COMPLEX HAUZ KHAS,2017-01-08,2017-01-08,Sunday,SOUTH DELHI,8167047170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170009,6,2017-01-09,SAFDARJUNG ENCLAVE,17:40,506/341/323/34,18:30,18:30,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,18.0
1 IPC 1860,"62/1, F.F., ARJUN NAGAR NEW DELHI",2016-12-10,2017-01-09,INTERVENING DAY,SOUTH DELHI,8167047170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170010,,2017-01-09,SAFDARJUNG ENCLAVE,18:55,457/380,00:00,00:00,Theft-house-trespass,Theft,0.0
1 IPC 1860,"B-T/T, SAFDARJUNG ENCLAVE, NEW DELHI",2016-11-09,2016-11-09,Wednesday,SOUTH DELHI,8167047170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170011,3,2017-01-10,SAFDARJUNG ENCLAVE,21:15,376/506,07:30,07:30,Criminal intimidation-Rape,Rape,7.0
1 IPC 1860,"K—36, 2ND FLOOR GREEN PARK MAIN, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167047170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170012,2,2017-01-12,SAFDARJUNG ENCLAVE,15:35,376/34,03:00,06:00,Rape,Rape,3.0
1 IPC 1860,"NEAR BADA GURUDWARA ARJUN NAGAR, NEW DELHI",2016-12-23,2016-12-23,Friday,SOUTH DELHI,8167047170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170013,1,2017-01-13,SAFDARJUNG ENCLAVE,04:30,341/323/506,00:00,00:00,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,0.0
1 IPC 1860,"49F, 05, 2ND FLOOR ARJUN NAGAR, SJ ENCLAVE, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167047170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170014,4,2017-01-13,SAFDARJUNG ENCLAVE,13:35,454/380,10:30,12:00,Theft-house-trespass,Theft,10.0
1 IPC 1860,"(3-105, ARJUN NAGAR 4TH FLOOR, NEAR CHOTTA GURUDWARA, NEW DELHI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167047170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170016,5,2017-01-14,SAFDARJUNG ENCLAVE,00:05,454/380,14:30,14:30,Theft-house-trespass,Theft,14.0
1 IPC 1860,"B-1/8, SAFDARJUNG ENCLAVE NEW DELHI",2016-12-19,2016-12-19,Monday,SOUTH DELHI,8167047170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170017,,2017-01-16,SAFDARJUNG ENCLAVE,18:20,354/506/34,14:00,20:00,Criminal intimidation-sexual harrasement,sexual harrasement,14.0
1 IPC 1860,"H-42, 1ST FLOOR GREEN PARK EXTENSION, NEW DELHI",2006-02-28,2017-01-19,INTERVENING DAY,SOUTH DELHI,8167047170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170018,,2017-01-19,SAFDARJUNG ENCLAVE,18:15,420/406/34,00:00,00:00,Criminal breach of trust-cheating,Criminal breach of trust-cheating,0.0
1 IPC 1860,"ST MARY SCHOOL B-2 S.J ENCLAVE, NEW DELHI",2017-01-19,2017-01-20,INTERVENING DAY,SOUTH DELHI,8167047170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170019,,2017-01-20,SAFDARJUNG ENCLAVE,13:25,379,21:00,11:00,Theft,Theft,21.0
1 IPC 1860,"ELF CAFE AND BAR, 2ND FLOOR, 26 HAUZ KHAS VILLAGE NEW DELHI",2016-12-31,2016-12-31,Saturday,SOUTH DELHI,8167047170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170021,8,2017-01-20,SAFDARJUNG ENCLAVE,21:25,341/323/3041'2011'3,22:40,22:40,Causing hurt-wrong restraint,Causing hurt-wrong restraint,22.0
1 IPC 1860,"G-55, GALI NO- 8, ARJUN NAGAR, NEW DELHI",2017-01-20,2017-01-20,Friday,SOUTH DELHI,8167047170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170022,1,2017-01-21,SAFDARJUNG ENCLAVE,13:10,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"H NO.-58—G, ROOM NO.-24, 1ST FLOOR, HUMAYUNPUR, S J ENCLAVE, NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH DELHI,8167047170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170023,4,2017-01-22,SAFDARJUNG ENCLAVE,14:00,188,11:30,11:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,11.0
1 IPC 1860,"H NO. 58-D/4/A, ROOM NO.-9, 3RD FLOOR, 8 J ENCLAVE, NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH DELHI,8167047170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170024,4,2017-01-22,SAFDARJUNG ENCLAVE,14:15,188,11:50,11:50,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,11.0
1 IPC 1860,"H NO.-58G, ROOM NO.-7, 1ST FLOOR, HUMAYUNPUR, S J ENCLAVE, NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH DELHI,8167047170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170025,4,2017-01-22,SAFDARJUNG ENCLAVE,14:35,188,12:15,12:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,12.0
1 IPC 1860,"RING ROAD OPPOSITE, S J HOSPITAL, NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH DELHI,8167047170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170027,8,2017-01-23,SAFDARJUNG ENCLAVE,00:45,392/34,23:00,23:00,Robbery,Robbery,23.0
1 IPC 1860,"STATE BANK OF PATIALA ATM, S J ENCLAVE, NEW DELHI",2016-07-02,2016-07-03,INTERVENING DAY,SOUTH DELHI,8167047170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170028,,2017-01-23,SAFDARJUNG ENCLAVE,11:25,420,23:54,00:02,cheating,cheating,23.0
1 IPC 1860,"S J HOSPITAL, ORTHOPAEDICS WARD, NEW DELHI",2017-01-23,2017-01-23,Monday,SOUTH DELHI,8167047170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170029,5,2017-01-23,SAFDARJUNG ENCLAVE,21:10,419/420/506,13:55,13:55,Criminal intimidation-cheating,Others,13.0
1 IPC 1860,"H NO.-P-12, GROUND FLOOR, HAUZ KHAS ENCLAVE, NEW DELHI",2017-01-23,2017-01-23,Monday,SOUTH DELHI,8167047170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170030,,2017-01-25,SAFDARJUNG ENCLAVE,13:15,380,10:30,13:00,Theft,Theft,10.0
1 IPC 1860,"MGF MALL1ST FLOOR NEAR, LIGHT HOUSE CLUB",2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167056170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170002,7,2017-01-01,SAKET,23:15,509/506,21:30,21:30,Criminal intimidation-sexual harrasement,sexual harrasement,21.0
1 IPC 1860,"NEAR DC OFFICE, MB ROAD SAKET",2017-01-04,2017-01-04,Wednesday,SOUTH DELHI,8167056170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170005,1,2017-01-04,SAKET,03:05,392/397/411/34,00:30,00:30,Robbery-Theft,Robbery,0.0
1 IPC 1860,"PTS RED LIGHT, LADO SARAI, SAKET NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH DELHI,8167056170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170010,4,2017-01-06,SAKET,18:15,279/337,12:15,12:15,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,"F316/1 BIHAIND PNB, LADO SARAI",2017-01-13,2017-01-13,Friday,SOUTH DELHI,8167056170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170015,7,2017-01-13,SAKET,21:30,188,20:00,20:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
